basis_ic_mean,basis_if_mean,basis_ic_pct_annual,basis_if_pct_annual,index_return_ic,index_return_if,index_return_ic_win,index_return_if_win,icf_index_return_diff_win,icf_basis_annual_diff,icf_corr_win
,,,,,,,,,,
,,,,0.00864192841773408,0.018132837221052387,0.09984851012803889,0.022762952475762044,0.07708555765227684,,
,,,,-0.017807438290528183,-0.016280138381000064,0.10942148274146357,-0.004579521441067429,0.11400100418253101,,
,,,,0.03420292588043147,0.02127618796865544,0.15177339119965239,0.045246414952252,0.10652697624740039,,
,,,,0.025644936452457728,0.025784180134499138,0.13414476506044617,0.028967001079548776,0.1051777639808974,,
,,,,0.010430992390008957,0.0002278312792665512,0.14468942312037908,0.02112012905580954,0.12356929406456954,,
,,,,0.0009972788378723434,-0.008100828646583973,0.15064739078797426,0.04343336522209275,0.10721402556588151,,
,,,,0.011093946086260353,0.022071865906315116,0.17608373807449362,0.08101844256035425,0.09506529551413938,,
,,,,-0.029387139864524812,-0.013766455254852254,0.19766590290107708,0.07825499265425867,0.11941091024681841,,
,,,,0.01938048661018962,0.006824186152074109,0.23891274522176126,0.08865161614986852,0.15026112907189274,,
,,,,0.004902267946738717,-0.005132190067953637,0.1577505317863839,0.012422701007715198,0.1453278307786687,,
,,,,0.004806561656117932,0.00793702391490838,0.16277218347404018,0.018964733745863115,0.14380744972817708,,
,,,,-0.0372443116570832,-0.040689372888010486,0.20896284088708805,0.05850052641774989,0.15046231446933817,,
,,,,-0.014291184034778954,-0.009510277500718046,0.28346015270931413,0.11592980603154156,0.16753034667777256,,
,,,,-0.022460051280715078,-0.018450290758870145,0.30631155829889967,0.12189244583879176,0.1844191124601079,,
,,,,0.03698890901184794,0.01956314211053216,0.32744285711712295,0.14767060732743645,0.1797722497896865,,
,,,,0.04260016614520851,0.028573897708527862,0.306656072503315,0.13754475031003519,0.16911132219327982,,
,,,,0.02166764457082231,0.012055730118093088,0.25380992140491854,0.1322516674774095,0.12155825392750905,,
,,,,0.009020921978796047,-0.006123076095203417,0.23058363097507828,0.11339443314391214,0.11718919783116614,,
-115.875,-4.3375,-0.1577712465562355,-0.011072630499619214,-0.0013080611233726531,-0.0037497840995165985,0.2390526048782172,0.11794597642683263,0.12110662845138456,-0.1466986160566163,
-113.81485,-9.4235,-0.15621596303737267,-0.024490034586039544,-0.008032269605444241,-0.017881516345453565,0.25437946090453467,0.1212209920141768,0.13315846889035787,-0.13172592845133313,
-107.94660000000002,-11.753499999999999,-0.14548721050317318,-0.03082790909130649,0.018214901031158765,-0.009209636695777085,0.2780893027520025,0.14446444142374643,0.13362486132825607,-0.11465930141186668,
-97.26320000000001,-9.3385,-0.12791011079326056,-0.023685645562878076,0.024544470167660648,0.03354579801231936,0.24125416624979448,0.13208421535825188,0.1091699508915426,-0.10422446523038248,
-98.1754,-8.3165,-0.12698747085772838,-0.02098836573485989,0.01657429974122525,0.004996774095952219,0.17591193750609116,0.06813569913910114,0.10777623836699002,-0.10599910512286849,
-85.7252,-6.834999999999999,-0.10694235906579981,-0.016942850414585476,0.03618959451239063,0.0179373081107599,0.17942075896785445,0.07764575023345265,0.1017750087344018,-0.08999950865121434,
-80.3186,-2.017500000000001,-0.09856886323628417,-0.004889585445556155,0.01638896005760413,0.02254106744554976,0.10940854641796303,0.018333161309803656,0.09107538510815938,-0.09367927779072802,
-79.39835000000001,-0.14050000000000082,-0.09489757561934206,-0.0003306206490832454,0.0264336261243917,0.029484248691677525,0.02117254716705011,-0.06557942752323441,0.08675197469028452,-0.09456695497025881,
-63.17655,3.8029999999999995,-0.07308167479308011,0.00877797696444646,0.032676110912843816,0.01930841600021954,0.0006765478916568477,-0.06342849261279207,0.06410504050444892,-0.08185965175752657,
-54.46939999999999,10.2745,-0.06226651704146002,0.02379536151216942,0.011859702456159407,-0.0033698317592424083,-0.010266253381713046,-0.0632798520135159,0.05301359863180285,-0.08606187855362944,
-42.7279,15.9005,-0.05195711088214287,0.03947157742743602,-0.06178172682518778,-0.06940472899007921,-0.0579707892215941,-0.09613314839624465,0.03816235917465055,-0.0914286883095789,
-28.476499999999998,17.813499999999998,-0.0342854734873473,0.044158129907474544,0.009923919634395019,0.0014098426701942813,-0.08347910073456921,-0.1086791155084897,0.02520001477392049,-0.07844360339482184,
6.552050000000003,27.9615,0.007496403138351177,0.06610049289032305,0.050997219069165795,0.04747281658679515,-0.1610062609926725,-0.14401593370654364,-0.01699032728612887,-0.05860408975197187,
27.46925,32.019999999999996,0.03027915564373898,0.07443813966643871,0.03725300016514285,0.01673990672578119,-0.16353382858342694,-0.12650013289291934,-0.0370336956905076,-0.04415898402269973,
35.7397,32.537,0.03905981699436885,0.07590884965559075,0.008560221554806607,-0.0035476376934678393,-0.25786574499755854,-0.19366936299175613,-0.06419638200580241,-0.0368490326612219,
30.5331,34.3305,0.03341390791589188,0.07950832011301921,-0.0013287524624917774,0.007327870729774563,-0.33746037584273075,-0.22481593654986337,-0.11264443929286738,-0.04609441219712733,
22.26175,35.173,0.023970615154353885,0.08069438204395331,0.01620212439803996,0.009437285093130883,-0.3992986637384807,-0.28772015797488626,-0.11157850576359446,-0.056723766889599424,
4.266829999999999,35.882,0.004641677821073867,0.08042661685734298,-0.01024598495318796,0.023280814875902157,-0.4318794679345656,-0.26858789085449575,-0.16329157708006986,-0.07578493903626911,
-6.506095000000002,34.7,-0.00708870599909486,0.07830806437660086,-0.0015586458590179254,-0.006801504215404268,-0.48915756061326987,-0.3096662229992148,-0.17949133761405506,-0.08539677037569572,
-11.062645,35.146499999999996,-0.011844310255298418,0.07944043351898905,0.017489895881934968,-0.0015715328122829196,-0.5117139851308691,-0.37270288797879764,-0.13901109715207144,-0.09128474377428747,0.9654687654942483
-5.917495000000001,36.636,-0.006247415823456906,0.08284642303249357,0.014018794902944819,-0.00047476851217242495,-0.48564064419890196,-0.3090565630768628,-0.17658408112203916,-0.08909383885595047,0.9683602749446546
-3.667745,40.683499999999995,-0.0038120006339918363,0.09150722008127277,0.015677572242023607,0.005361933064116064,-0.45037016797269835,-0.25636472338537347,-0.19400544458732488,-0.09531922071526461,0.9606360527188936
-3.6225950000000005,41.532,-0.003835838195581499,0.09545446710220123,-0.01862023547104928,-0.021589862761271648,-0.4056762444806315,-0.23641851354508744,-0.16925773093554405,-0.09929030529778274,0.9448481739566886
-5.462945,39.61195,-0.006025395594052854,0.09385196436359747,-0.04079775857604267,-0.030402718206831377,-0.3660426693244684,-0.23877575180549068,-0.1272669175189777,-0.09987735995765032,0.926066437276847
-9.293895000000001,37.356399999999994,-0.01004695623189842,0.08723322483265161,0.020083121202988514,0.014506825190303727,-0.384716318082983,-0.24436940801421114,-0.14034691006877187,-0.09728018106455003,0.9015457256457775
-22.38168,35.28795,-0.02502755400850778,0.08588402630214202,-0.03382261803750076,-0.04137528081288908,-0.38164525668014015,-0.25119247913082626,-0.1304527775493139,-0.1109115803106498,0.8554214390991022
-20.403480000000002,29.762349999999998,-0.024515047799694156,0.07702052942257279,-0.07184703919330881,-0.061371521387488304,-0.2943935917217339,-0.171981686019508,-0.1224119057022259,-0.10153557722226694,0.8012480660681885
-25.943225,24.152800000000003,-0.03098658968413185,0.06055747790838077,0.005937626848998445,0.03163518360211987,-0.20742646546411023,-0.10841664065614338,-0.09900982480796684,-0.09154406759251263,0.7193119621723583
