tradeDate,ticker_ic,secID_ic,secShortName_ic,exchangeCD_ic,openPrice_ic,highestPrice_ic,lowestPrice_ic,closePrice_ic,indexID_ic,indexSymbol_ic,closeIndex_ic,basis_ic,ticker_if,secID_if,secShortName_if,exchangeCD_if,openPrice_if,highestPrice_if,lowestPrice_if,closePrice_if,indexID_if,indexSymbol_if,closeIndex_if,basis_if,ticker,secID,secShortName,exchangeCD,openPrice,highestPrice,lowestPrice,closePrice,indexID,indexSymbol,closeIndex,basis
2015-04-30,IC1505,IC1505.CCFX,中证1505,CCFX,8320.0,8408.0,8291.2,8338.8,2103,000905,8469.673,-130.873,IF1505,IF1505.CCFX,沪深1505,CCFX,4777.8,4826.8,4733.6,4767.8,1782,000300,4749.89,17.91,IH1505,IH1505.CCFX,上证1505,CCFX,3315.2,3331.2,3247.2,3269.4,28,000016,3250.49,18.91
2015-05-04,IC1505,IC1505.CCFX,中证1505,CCFX,8370.2,8527.4,8202.4,8347.2,2103,000905,8510.481,-163.281,IF1505,IF1505.CCFX,沪深1505,CCFX,4790.0,4806.2,4712.8,4757.6,1782,000300,4787.74,-30.14,IH1505,IH1505.CCFX,上证1505,CCFX,3295.8,3301.8,3225.8,3273.2,28,000016,3272.005,1.195
2015-05-05,IC1505,IC1505.CCFX,中证1505,CCFX,8334.8,8345.0,8090.0,8145.0,2103,000905,8199.344,-54.344,IF1505,IF1505.CCFX,沪深1505,CCFX,4768.6,4771.6,4566.0,4618.0,1782,000300,4596.84,21.16,IH1505,IH1505.CCFX,上证1505,CCFX,3279.6,3281.6,3141.2,3163.0,28,000016,3148.813,14.187
2015-05-06,IC1505,IC1505.CCFX,中证1505,CCFX,8168.0,8280.6,7970.0,8040.8,2103,000905,8082.999,-42.199,IF1505,IF1505.CCFX,沪深1505,CCFX,4628.0,4712.0,4532.0,4582.0,1782,000300,4553.33,28.67,IH1505,IH1505.CCFX,上证1505,CCFX,3171.2,3257.4,3116.0,3153.0,28,000016,3139.02,13.98
2015-05-07,IC1505,IC1505.CCFX,中证1505,CCFX,8020.0,8068.0,7901.0,7911.4,2103,000905,7903.478,7.922,IF1505,IF1505.CCFX,沪深1505,CCFX,4575.0,4589.4,4495.6,4503.2,1782,000300,4470.09,33.11,IH1505,IH1505.CCFX,上证1505,CCFX,3159.6,3170.0,3103.0,3111.2,28,000016,3094.883,16.317
2015-05-08,IC1505,IC1505.CCFX,中证1505,CCFX,7933.4,8171.4,7921.0,8171.2,2103,000905,8201.293,-30.093,IF1505,IF1505.CCFX,沪深1505,CCFX,4525.0,4573.0,4451.2,4541.4,1782,000300,4558.4,-17.0,IH1505,IH1505.CCFX,上证1505,CCFX,3131.0,3149.0,3051.2,3099.8,28,000016,3110.455,-10.655
2015-05-11,IC1505,IC1505.CCFX,中证1505,CCFX,8170.0,8508.0,8144.0,8489.8,2103,000905,8558.218,-68.418,IF1505,IF1505.CCFX,沪深1505,CCFX,4567.0,4672.8,4530.4,4658.0,1782,000300,4690.53,-32.53,IH1505,IH1505.CCFX,上证1505,CCFX,3112.0,3170.4,3078.0,3160.0,28,000016,3169.134,-9.134
2015-05-12,IC1505,IC1505.CCFX,中证1505,CCFX,8499.6,8648.0,8415.4,8647.8,2103,000905,8745.678,-97.878,IF1505,IF1505.CCFX,沪深1505,CCFX,4660.4,4724.6,4635.0,4704.0,1782,000300,4747.42,-43.42,IH1505,IH1505.CCFX,上证1505,CCFX,3151.0,3194.6,3138.0,3175.0,28,000016,3188.313,-13.313
2015-05-13,IC1505,IC1505.CCFX,中证1505,CCFX,8595.0,8779.0,8492.0,8695.8,2103,000905,8824.929,-129.129,IF1506,IF1506.CCFX,沪深1506,CCFX,4705.0,4715.0,4624.0,4653.2,1782,000300,4718.44,-65.24,IH1505,IH1505.CCFX,上证1505,CCFX,3200.0,3204.8,3112.4,3125.4,28,000016,3141.296,-15.896
2015-05-14,IC1506,IC1506.CCFX,中证1506,CCFX,8530.0,8680.0,8477.6,8603.0,2103,000905,8813.393,-210.393,IF1506,IF1506.CCFX,沪深1506,CCFX,4662.4,4694.6,4636.4,4664.0,1782,000300,4700.78,-36.78,IH1506,IH1506.CCFX,上证1506,CCFX,3148.0,3165.0,3095.6,3113.4,28,000016,3128.572,-15.172
2015-05-15,IC1506,IC1506.CCFX,中证1506,CCFX,8610.0,8718.0,8482.0,8579.8,2103,000905,8742.885,-163.085,IF1506,IF1506.CCFX,沪深1506,CCFX,4675.6,4677.8,4515.4,4563.0,1782,000300,4617.47,-54.47,IH1506,IH1506.CCFX,上证1506,CCFX,3115.2,3129.8,3021.0,3041.4,28,000016,3060.411,-19.011
2015-05-18,IC1506,IC1506.CCFX,中证1506,CCFX,8640.6,8822.2,8580.0,8798.4,2103,000905,8903.595,-105.195,IF1506,IF1506.CCFX,沪深1506,CCFX,4583.8,4599.8,4531.8,4536.8,1782,000300,4575.14,-38.34,IH1506,IH1506.CCFX,上证1506,CCFX,3033.6,3049.0,2962.0,2969.4,28,000016,2998.389,-28.989
2015-05-19,IC1506,IC1506.CCFX,中证1506,CCFX,8805.6,9154.4,8736.2,9120.8,2103,000905,9124.833,-4.033,IF1506,IF1506.CCFX,沪深1506,CCFX,4547.8,4780.4,4543.0,4774.0,1782,000300,4731.22,42.78,IH1506,IH1506.CCFX,上证1506,CCFX,2973.4,3145.6,2971.2,3143.0,28,000016,3116.086,26.914
