idx,instrument_id,trans_type,last_price,fill_price,fill_lot,pos,fee,open_time,close_time,holding_time,curr_return,trade_date
14334,au2106,short_open,391.24,391.25,5,391.25,10.049999999999999,11:26:00.000,11:26:00.000,0.0,0.0,2021-02-01
36238,au2106,short_close,388.18,388.18,5,391.25,0.0,11:26:00.000,2021-01-29 22:44:30.000,40710.0,15349.999999999965,2021-02-01
20525,au2106,short_open,389.32,389.32,5,389.32,10.049999999999999,14:55:00.000,14:55:00.000,0.0,0.0,2021-02-02
34270,au2106,short_close,393.26,394.26,5,389.32,0.0,2021-02-02 14:55:00.000,2021-02-01 23:00:00.000,29100.0,-24710.049999999992,2021-02-02
19495,au2106,short_open,385.16,385.14,5,385.14,10.049999999999999,14:57:00.000,14:57:00.000,0.0,0.0,2021-02-03
33425,au2106,short_close,384.64,385.64,5,385.14,0.0,2021-02-03 14:57:00.000,2021-02-02 23:00:00.000,28980.0,-2510.05,2021-02-03
27934,au2106,short_open,384.14,384.12,5,384.12,10.049999999999999,22:29:00.000,22:29:00.000,0.0,0.0,2021-02-09
31141,au2106,short_close,383.48,384.48,5,384.12,0.0,2021-02-08 22:29:00.000,2021-02-08 23:00:00.000,1860.0,-1810.0500000000682,2021-02-09
25529,au2106,short_open,385.5,385.48,5,385.48,10.049999999999999,22:20:00.000,22:20:00.000,0.0,0.0,2021-02-10
29765,au2106,short_close,384.1,385.1,5,385.48,0.0,2021-02-09 22:20:00.000,2021-02-09 23:00:00.000,2400.0,1889.9499999999773,2021-02-10
1908,au2106,short_open,371.24,371.24,5,371.24,10.049999999999999,09:16:00.000,09:16:00.000,0.0,0.0,2021-02-19
34217,au2106,short_close,374.2,375.2,5,371.24,0.0,2021-02-19 09:16:00.000,2021-02-18 23:00:00.000,49440.0,-19810.049999999897,2021-02-19
1383,au2106,short_open,380.04,380.03,5,380.03,10.049999999999999,09:12:00.000,09:12:00.000,0.0,0.0,2021-02-23
33876,au2106,short_close,380.14,381.14,5,380.03,0.0,2021-02-23 09:12:00.000,2021-02-22 23:00:00.000,49680.0,-5560.050000000068,2021-02-23
13772,au2106,long_open,376.5,376.49,5,376.49,10.049999999999999,13:48:00.000,13:48:00.000,0.0,0.0,2021-02-25
34482,au2106,long_close,374.16,373.16,5,376.49,0.0,2021-02-25 13:48:00.000,2021-02-24 23:00:00.000,33120.0,-16649.99999999992,2021-02-25
