idx,instrument_id,trans_type,last_price,fill_price,fill_lot,pos,fee,open_time,close_time,holding_time,curr_return,trade_date
52486,TA105,long_open,4124.0,4124.0,11,4124.0,33.11,21:03:00.000,21:03:00.000,0.0,0.0,2021-02-04
53206,TA105,long_close,4116.0,4116.0,11,4124.0,0.0,21:03:00.000,21:06:00.000,180.0,-440.0,2021-02-04
51646,TA105,long_open,4164.0,4166.0,11,4166.0,33.11,21:01:00.000,21:01:00.000,0.0,0.0,2021-02-09
52836,TA105,long_close,4158.0,4158.0,11,4166.0,0.0,21:01:00.000,21:06:00.000,300.0,-440.0,2021-02-09
50876,TA105,short_open,4144.0,4142.0,11,4142.0,33.11,21:09:00.000,21:09:00.000,0.0,0.0,2021-02-10
53014,TA105,short_close,4128.0,4128.0,11,4142.0,0.0,21:09:00.000,2021-02-09 21:18:00.000,540.0,770.0,2021-02-10
63011,TA105,short_open,4468.0,4468.0,10,4468.0,30.099999999999998,21:55:00.000,21:55:00.000,0.0,0.0,2021-02-23
63608,TA105,short_close,4460.0,4462.0,10,4468.0,0.0,21:55:00.000,2021-02-22 21:57:30.000,150.0,300.0,2021-02-23
56069,TA105,short_open,4998.0,4996.0,9,4996.0,27.089999999999996,21:10:00.000,21:10:00.000,0.0,0.0,2021-02-26
56188,TA105,short_close,4982.0,4984.0,9,4996.0,0.0,21:10:00.000,2021-02-25 21:10:30.000,30.0,540.0,2021-02-26
69010,TA105,short_open,4842.0,4841.0,9,4841.0,27.089999999999996,22:04:00.000,22:04:00.000,0.0,0.0,2021-02-26
69488,TA105,short_close,4834.0,4834.0,9,4841.0,0.0,22:04:00.000,2021-02-25 22:06:00.000,120.0,315.0,2021-02-26
