idx,instrument_id,trans_type,last_price,fill_price,fill_lot,pos,fee,open_time,close_time,holding_time,curr_return,trade_date
7027,ru2105,short_open,14630.0,14625.0,1,14625.0,3.01,10:00:00.000,10:00:00.000,0.0,0.0,2021-02-01
7087,ru2105,short_close,14645.0,14645.0,1,14625.0,0.0,10:00:00.000,2021-02-01 10:00:30.000,30.0,-200.0,2021-02-01
20251,ru2105,short_open,14670.0,14670.0,1,14670.0,3.01,14:09:00.000,14:09:00.000,0.0,0.0,2021-02-01
20712,ru2105,short_close,14695.0,14695.0,1,14670.0,0.0,14:09:00.000,2021-02-01 14:13:00.000,240.0,-250.0,2021-02-01
33563,ru2105,short_open,14560.0,14555.0,1,14555.0,3.01,22:07:00.000,22:07:00.000,0.0,0.0,2021-02-03
34337,ru2105,short_close,14540.0,14545.0,1,14555.0,0.0,22:07:00.000,2021-02-02 22:14:00.000,420.0,100.0,2021-02-03
24565,ru2105,short_open,14625.0,14625.0,1,14625.0,3.01,14:49:00.000,14:49:00.000,0.0,0.0,2021-02-04
24625,ru2105,short_close,14605.0,14610.0,1,14625.0,0.0,14:49:00.000,2021-02-04 14:49:30.000,30.0,150.0,2021-02-04
33380,ru2105,long_open,14355.0,14360.0,1,14360.0,3.01,22:07:00.000,22:07:00.000,0.0,0.0,2021-02-04
33780,ru2105,long_close,14340.0,14340.0,1,14360.0,0.0,22:07:00.000,22:10:30.000,210.0,-200.0,2021-02-04
31525,ru2105,long_open,14680.0,14685.0,1,14685.0,3.01,21:44:00.000,21:44:00.000,0.0,0.0,2021-02-08
32100,ru2105,long_close,14700.0,14700.0,1,14685.0,0.0,21:44:00.000,21:49:00.000,300.0,150.0,2021-02-08
33655,ru2105,long_open,14705.0,14705.0,1,14705.0,3.01,22:03:00.000,22:03:00.000,0.0,0.0,2021-02-08
34223,ru2105,long_close,14685.0,14685.0,1,14705.0,0.0,22:03:00.000,22:08:00.000,300.0,-200.0,2021-02-08
9729,ru2105,short_open,14635.0,14630.0,1,14630.0,3.01,10:42:00.000,10:42:00.000,0.0,0.0,2021-02-10
9842,ru2105,short_close,14615.0,14615.0,1,14630.0,0.0,10:42:00.000,2021-02-10 10:43:00.000,60.0,150.0,2021-02-10
1669,ru2105,short_open,15380.0,15375.0,1,15375.0,3.01,09:14:00.000,09:14:00.000,0.0,0.0,2021-02-18
1729,ru2105,short_close,15400.0,15395.0,1,15375.0,0.0,09:14:00.000,2021-02-18 09:14:30.000,30.0,-200.0,2021-02-18
2029,ru2105,long_open,15365.0,15370.0,1,15370.0,3.01,09:17:00.000,09:17:00.000,0.0,0.0,2021-02-18
2209,ru2105,long_close,15385.0,15380.0,1,15370.0,0.0,09:17:00.000,09:18:30.000,90.0,100.0,2021-02-18
4847,ru2105,long_open,16005.0,16010.0,1,16010.0,3.01,09:41:00.000,09:41:00.000,0.0,0.0,2021-02-23
5142,ru2105,long_close,16025.0,16020.0,1,16010.0,0.0,09:41:00.000,09:43:30.000,150.0,100.0,2021-02-23
24257,ru2105,short_open,17020.0,17015.0,1,17015.0,3.01,14:41:00.000,14:41:00.000,0.0,0.0,2021-02-25
24435,ru2105,short_close,17000.0,17005.0,1,17015.0,0.0,14:41:00.000,2021-02-25 14:42:30.000,90.0,100.0,2021-02-25
31213,ru2105,long_open,16960.0,16965.0,1,16965.0,3.01,21:37:00.000,21:37:00.000,0.0,0.0,2021-02-26
31393,ru2105,long_close,16945.0,16945.0,1,16965.0,0.0,21:37:00.000,21:38:30.000,90.0,-200.0,2021-02-26
