basis_ic_mean,basis_if_mean,basis_ic_pct_annual,basis_if_pct_annual,index_return_ic,index_return_if,index_return_ic_win,index_return_if_win,icf_index_return_diff_win,icf_basis_annual_diff,icf_corr_win
,,,,,,,,,,
,,,,0.00864192841773408,0.018132837221052387,-0.16263473816283644,-0.2815125187249467,0.11887778056211026,,
,,,,-0.017807438290528183,-0.016280138381000064,-0.1412839388919457,-0.27622810870847286,0.13494416981652715,,
,,,,0.03420292588043147,0.02127618796865544,-0.10654474910435228,-0.24648791592780006,0.13994316682344776,,
,,,,0.025644936452457728,0.025784180134499138,-0.14077435123976836,-0.2677309980924251,0.12695664685265676,,
,,,,0.010430992390008957,0.0002278312792665512,-0.15027432560783222,-0.2812760761407943,0.1310017505329621,,
,,,,0.0009972788378723434,-0.008100828646583973,-0.22549805662737696,-0.31113297508938537,0.08563491846200841,,
,,,,0.011093946086260353,0.022071865906315116,-0.18970552780278685,-0.2883758525769576,0.09867032477417073,,
,,,,-0.029387139864524812,-0.013766455254852254,-0.17613087955599863,-0.29728273661926197,0.12115185706326334,,
,,,,0.01938048661018962,0.006824186152074109,-0.1399693979367754,-0.2784831042105743,0.13851370627379891,,
,,,,0.004902267946738717,-0.005132190067953637,-0.15315199980117422,-0.28429970764935714,0.13114770784818292,,
,,,,0.004806561656117932,0.00793702391490838,-0.18362100574685536,-0.2982637189124296,0.11464271316557423,,
,,,,-0.0372443116570832,-0.040689372888010486,-0.17994039245496815,-0.30382436571712074,0.12388397326215259,,
,,,,-0.014291184034778954,-0.009510277500718046,-0.14607837109032154,-0.26291643958196415,0.1168380684916426,,
,,,,-0.022460051280715078,-0.018450290758870145,-0.15297544575954397,-0.26998747186528455,0.11701202610574057,,
,,,,0.03698890901184794,0.01956314211053216,-0.13287226184267206,-0.2545537267554321,0.12168146491276002,,
,,,,0.04260016614520851,0.028573897708527862,-0.12081232530702607,-0.22814195511112043,0.10732962980409436,,
,,,,0.02166764457082231,0.012055730118093088,-0.16224881628458207,-0.2356005496207422,0.07335173333616013,,
,,,,0.009020921978796047,-0.006123076095203417,-0.1607689141509488,-0.22434547841488298,0.06357656426393418,,
-115.875,-4.3375,-0.1577712465562355,-0.011072630499619214,-0.0013080611233726531,-0.0037497840995165985,-0.15685439105698482,-0.2059135043674482,0.04905911331046339,-0.1466986160566163,
-113.81485,-9.4235,-0.15621596303737267,-0.024490034586039544,-0.008032269605444241,-0.017881516345453565,-0.15141803603213544,-0.2040185755667827,0.05260053953464727,-0.13172592845133313,
-107.94660000000002,-11.753499999999999,-0.14548721050317318,-0.03082790909130649,0.018214901031158765,-0.009209636695777085,-0.12901331197453392,-0.18603062745572913,0.05701731548119521,-0.11465930141186668,
-97.26320000000001,-9.3385,-0.12791011079326056,-0.023685645562878076,0.024544470167660648,0.03354579801231936,-0.147516399776765,-0.1868675166547923,0.03935111687802728,-0.10422446523038248,
-98.1754,-8.3165,-0.12698747085772838,-0.02098836573485989,0.01657429974122525,0.004996774095952219,-0.18718863782167725,-0.2334298398000097,0.04624120197833245,-0.10599910512286849,
-85.7252,-6.834999999999999,-0.10694235906579981,-0.016942850414585476,0.03618959451239063,0.0179373081107599,-0.18390786069785095,-0.23366417527102368,0.04975631457317273,-0.08999950865121434,
-80.3186,-2.017500000000001,-0.09856886323628417,-0.004889585445556155,0.01638896005760413,0.02254106744554976,-0.2290080678074856,-0.2531273035733677,0.024119235765882124,-0.09367927779072802,
-79.39835000000001,-0.14050000000000082,-0.09489757561934206,-0.0003306206490832454,0.0264336261243917,0.029484248691677525,-0.2616636018129307,-0.2871235648655491,0.025459963052618384,-0.09456695497025881,
-63.17655,3.8029999999999995,-0.07308167479308011,0.00877797696444646,0.032676110912843816,0.01930841600021954,-0.26295022767203124,-0.30075027198112914,0.03780004430909789,-0.08185965175752657,
-54.46939999999999,10.2745,-0.06226651704146002,0.02379536151216942,0.011859702456159407,-0.0033698317592424083,-0.2843354447503131,-0.32021398607465484,0.03587854132434176,-0.08606187855362944,
-42.7279,15.9005,-0.05195711088214287,0.03947157742743602,-0.06178172682518778,-0.06940472899007921,-0.30418001414577306,-0.3224363018563429,0.018256287710569863,-0.0914286883095789,
-28.476499999999998,17.813499999999998,-0.0342854734873473,0.044158129907474544,0.009923919634395019,0.0014098426701942813,-0.23540907797542435,-0.2528839816924807,0.017474903717056373,-0.07844360339482184,
6.552050000000003,27.9615,0.007496403138351177,0.06610049289032305,0.050997219069165795,0.04747281658679515,-0.22957191391214843,-0.246937168509805,0.01736525459765656,-0.05860408975197187,
27.46925,32.019999999999996,0.03027915564373898,0.07443813966643871,0.03725300016514285,0.01673990672578119,-0.28668495112395437,-0.30029203244794533,0.013607081323990966,-0.04415898402269973,
35.7397,32.537,0.03905981699436885,0.07590884965559075,0.008560221554806607,-0.0035476376934678393,-0.3892660063865392,-0.3723836730646235,-0.016882333321915688,-0.0368490326612219,
30.5331,34.3305,0.03341390791589188,0.07950832011301921,-0.0013287524624917774,0.007327870729774563,-0.39346016874956885,-0.36619117478850977,-0.027268993961059085,-0.04609441219712733,
22.26175,35.173,0.023970615154353885,0.08069438204395331,0.01620212439803996,0.009437285093130883,-0.3873447957522881,-0.36645463563669467,-0.020890160115593415,-0.056723766889599424,
4.266829999999999,35.882,0.004641677821073867,0.08042661685734298,-0.01024598495318796,0.023280814875902157,-0.40867637255992617,-0.3402673671986165,-0.06840900536130967,-0.07578493903626911,
