,unit,exchangeCD,currencyCD,barTime,dataDate,clearingDay,closePrice,openPrice,highPrice,lowPrice,totalVolume,totalValue,openInterest,ticker
22,1,XDCE,CNY,21:22,2021-03-31,2021-04-01,3397,3395,3399,3395,3401,115537440,1355072,M2109
23,1,XDCE,CNY,21:23,2021-03-31,2021-04-01,3399,3397,3400,3397,3850,130863710,1355564,M2109
24,1,XDCE,CNY,21:24,2021-03-31,2021-04-01,3397,3399,3400,3397,1936,65796380,1355774,M2109
25,1,XDCE,CNY,21:25,2021-03-31,2021-04-01,3396,3397,3398,3395,2596,88168900,1356040,M2109
26,1,XDCE,CNY,21:26,2021-03-31,2021-04-01,3397,3396,3399,3396,2857,97071870,1357108,M2109
27,1,XDCE,CNY,21:27,2021-03-31,2021-04-01,3397,3397,3399,3396,2642,89763880,1358033,M2109
28,1,XDCE,CNY,21:28,2021-03-31,2021-04-01,3399,3397,3399,3397,689,23410700,1358351,M2109
29,1,XDCE,CNY,21:29,2021-03-31,2021-04-01,3398,3399,3399,3398,2190,74433030,1359498,M2109
30,1,XDCE,CNY,21:30,2021-03-31,2021-04-01,3399,3399,3401,3397,4000,135971010,1360211,M2109
31,1,XDCE,CNY,21:31,2021-03-31,2021-04-01,3397,3398,3399,3394,6564,222950630,1361188,M2109
32,1,XDCE,CNY,21:32,2021-03-31,2021-04-01,3397,3397,3398,3394,2874,97614950,1361824,M2109
33,1,XDCE,CNY,21:33,2021-03-31,2021-04-01,3399,3397,3401,3397,3618,123000620,1362060,M2109
34,1,XDCE,CNY,21:34,2021-03-31,2021-04-01,3411,3399,3411,3399,10058,342579590,1361681,M2109
