trade_date,product_id,instrument_id,total_return_final,total_return_unclose,total_fee,unclosed_value,precision,long_open,short_open,correct_long_open,wrong_long_open,correct_short_open,wrong_short_open,average_holding_time,max_holding_time,min_holding_time
2021-07-29,rb,rb2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-30,rb,rb2110,-480.0,-480.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1273.0,1273.0,1273.0
2021-07-01,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-02,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-05,p,p2109,80.0,80.0,40.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,831.0,1580.0,82.0
2021-07-06,p,p2109,1040.0,1040.0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,680.0,956.0,404.0
2021-07-07,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-08,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-09,p,p2109,1000.0,1000.0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,272.5,301.0,244.0
2021-07-12,p,p2109,-1240.0,-1240.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,567.0,1038.0,96.0
2021-07-13,p,p2109,-500.0,-500.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1015.0,1015.0,1015.0
2021-07-14,p,p2109,340.0,340.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,238.0,238.0,238.0
2021-07-15,p,p2109,-1080.0,-1080.0,80.0,0.0,0.25,3.0,1.0,1.0,2.0,0.0,1.0,262.75,494.0,158.0
2021-07-16,p,p2109,-920.0,-920.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,341.5,374.0,309.0
2021-07-19,p,p2109,420.0,420.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,38.0,38.0
2021-07-20,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-21,p,p2109,380.0,380.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,625.0,625.0,625.0
2021-07-22,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-23,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-26,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
2021-07-27,p,p2109,-460.0,-460.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,46.0,46.0
2021-07-28,p,p2109,-120.0,-120.0,40.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1775.5,2856.0,695.0
2021-07-29,p,p2109,-500.0,-500.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1921.0,1921.0,1921.0
2021-07-30,p,p2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,inf
