idx,instrument_id,direction,last_price,filled_price,filled_vol,open_price,fee,open_ts,close_ts,holding_time,return,trade_date,open_cost,return_ratio,return_cut
1215,eg2109,10,4920.0,4919.0,2.0,4919.0,10.0,21:10:41.017,21:10:41.017,0.0,0.0,2021-07-01,9838.0,0.0,"(-116.328, 6.771]"
2519,eg2109,11,4912.0,4912.0,2.0,4919.0,10.0,21:10:41.017,2021-06-30 21:23:00.665,739.0,120.0,2021-07-01,9838.0,121.97601138442774,"(6.771, 129.87]"
29313,eg2109,00,4988.0,4988.0,2.0,4988.0,10.0,14:24:49.738,14:24:49.738,0.0,0.0,2021-07-09,9976.0,0.0,"(-116.328, 6.771]"
29575,eg2109,01,4994.0,4993.0,2.0,4988.0,10.0,14:24:49.738,14:27:40.939,171.0,80.0,2021-07-09,9976.0,80.1924619085806,"(6.771, 129.87]"
1837,eg2109,10,5149.0,5148.0,2.0,5148.0,10.0,21:15:24.711,21:15:24.711,0.0,0.0,2021-07-14,10296.0,0.0,"(-116.328, 6.771]"
2161,eg2109,11,5172.0,5172.0,2.0,5148.0,10.0,21:15:24.711,2021-07-13 21:18:10.231,166.0,-500.0,2021-07-14,10296.0,-485.6254856254856,"(-486.241, -362.526]"
2211,eg2109,00,5173.0,5173.0,2.0,5173.0,10.0,21:18:35.079,21:18:35.079,0.0,0.0,2021-07-14,10346.0,0.0,"(-116.328, 6.771]"
3097,eg2109,01,5179.0,5179.0,2.0,5173.0,10.0,21:18:35.079,21:26:20.050,465.0,100.0,2021-07-14,10346.0,96.65571235260003,"(6.771, 129.87]"
917,eg2109,00,5296.0,5296.0,2.0,5296.0,10.0,21:07:40.726,21:07:40.726,0.0,0.0,2021-07-15,10592.0,0.0,"(-116.328, 6.771]"
1157,eg2109,01,5303.0,5302.0,2.0,5296.0,10.0,21:07:40.726,21:09:40.733,120.0,100.0,2021-07-15,10592.0,94.41087613293051,"(6.771, 129.87]"
2939,eg2109,10,5258.0,5257.0,2.0,5257.0,10.0,21:24:53.737,21:24:53.737,0.0,0.0,2021-07-15,10514.0,0.0,"(-116.328, 6.771]"
3171,eg2109,11,5250.0,5251.0,2.0,5257.0,10.0,21:24:53.737,2021-07-14 21:26:50.149,117.0,100.0,2021-07-15,10514.0,95.11128019783146,"(6.771, 129.87]"
6457,eg2109,00,5252.0,5252.0,2.0,5252.0,10.0,21:56:57.587,21:56:57.587,0.0,0.0,2021-07-16,10504.0,0.0,"(-116.328, 6.771]"
6559,eg2109,01,5259.0,5259.0,2.0,5252.0,10.0,21:56:57.587,21:57:50.630,53.0,120.0,2021-07-16,10504.0,114.24219345011426,"(6.771, 129.87]"
605,eg2109,10,5302.0,5301.0,2.0,5301.0,10.0,21:05:05.973,21:05:05.973,0.0,0.0,2021-07-19,10602.0,0.0,"(-116.328, 6.771]"
653,eg2109,11,5294.0,5294.0,2.0,5301.0,10.0,21:05:05.973,2021-07-16 21:05:30.411,25.0,120.0,2021-07-19,10602.0,113.18619128466327,"(6.771, 129.87]"
4137,eg2109,00,5389.0,5390.0,2.0,5390.0,10.0,21:35:26.093,21:35:26.093,0.0,0.0,2021-07-21,10780.0,0.0,"(-116.328, 6.771]"
4473,eg2109,01,5399.0,5398.0,2.0,5390.0,10.0,21:35:26.093,21:38:20.701,174.0,140.0,2021-07-21,10780.0,129.8701298701299,"(6.771, 129.87]"
2351,eg2109,00,5501.0,5501.0,2.0,5501.0,10.0,21:19:41.650,21:19:41.650,0.0,0.0,2021-07-22,11002.0,0.0,"(-116.328, 6.771]"
2487,eg2109,01,5508.0,5508.0,2.0,5501.0,10.0,21:19:41.650,21:20:50.147,69.0,120.0,2021-07-22,11002.0,109.07107798582076,"(6.771, 129.87]"
613,eg2109,10,5389.0,5389.0,2.0,5389.0,10.0,21:05:06.823,21:05:06.823,0.0,0.0,2021-07-26,10778.0,0.0,"(-116.328, 6.771]"
853,eg2109,11,5382.0,5382.0,2.0,5389.0,10.0,21:05:06.823,2021-07-23 21:07:10.316,124.0,120.0,2021-07-26,10778.0,111.33791055854518,"(6.771, 129.87]"
3665,eg2109,00,5422.0,5422.0,2.0,5422.0,10.0,21:30:57.207,21:30:57.207,0.0,0.0,2021-07-27,10844.0,0.0,"(-116.328, 6.771]"
4269,eg2109,01,5428.0,5427.0,2.0,5422.0,10.0,21:30:57.207,21:36:00.026,303.0,80.0,2021-07-27,10844.0,73.77351530800442,"(6.771, 129.87]"
