idx,instrument_id,direction,last_price,filled_price,filled_vol,open_price,fee,open_ts,close_ts,holding_time,return,trade_date,open_cost,return_ratio,return_cut
8049,p2109,11,7784.0,7788.0,2.0,7806.0,10.0,22:04:02.708,2021-07-13 22:08:00.721,238.0,340.0,2021-07-14,15612.0,217.7811939533692,"(88.384, 258.98]"
651,p2109,00,7902.0,7904.0,2.0,7904.0,10.0,21:05:25.723,21:05:25.723,0.0,0.0,2021-07-15,15808.0,0.0,"(-82.211, 88.384]"
1079,p2109,01,7882.0,7882.0,2.0,7904.0,10.0,21:05:25.723,21:09:00.720,215.0,-460.0,2021-07-15,15808.0,-290.9919028340081,"(-424.256, -252.807]"
3689,p2109,00,7920.0,7922.0,2.0,7922.0,10.0,21:31:22.240,21:31:22.240,0.0,0.0,2021-07-15,15844.0,0.0,"(-82.211, 88.384]"
4005,p2109,01,7900.0,7900.0,2.0,7922.0,10.0,21:31:22.240,21:34:00.242,158.0,-460.0,2021-07-15,15844.0,-290.3307245645039,"(-424.256, -252.807]"
7703,p2109,10,7850.0,7850.0,2.0,7850.0,10.0,22:05:16.246,22:05:16.246,0.0,0.0,2021-07-15,15700.0,0.0,"(-82.211, 88.384]"
8071,p2109,11,7874.0,7876.0,2.0,7850.0,10.0,22:05:16.246,2021-07-14 22:08:20.235,184.0,-540.0,2021-07-15,15700.0,-343.9490445859873,"(-424.256, -252.807]"
31079,p2109,00,7994.0,7994.0,2.0,7994.0,10.0,13:40:06.719,13:40:06.719,0.0,0.0,2021-07-15,15988.0,0.0,"(-82.211, 88.384]"
32047,p2109,01,8016.0,8014.0,2.0,7994.0,10.0,13:40:06.719,13:48:20.660,494.0,380.0,2021-07-15,15988.0,237.67825869402054,"(88.384, 258.98]"
3895,p2109,00,8070.0,8070.0,2.0,8070.0,10.0,21:32:46.633,21:32:46.633,0.0,0.0,2021-07-16,16140.0,0.0,"(-82.211, 88.384]"
4635,p2109,01,8048.0,8048.0,2.0,8070.0,10.0,21:32:46.633,21:39:00.077,374.0,-460.0,2021-07-16,16140.0,-285.0061957868649,"(-424.256, -252.807]"
4857,p2109,10,8028.0,8026.0,2.0,8026.0,10.0,21:40:51.140,21:40:51.140,0.0,0.0,2021-07-16,16052.0,0.0,"(-82.211, 88.384]"
5467,p2109,11,8048.0,8048.0,2.0,8026.0,10.0,21:40:51.140,2021-07-15 21:46:00.602,309.0,-460.0,2021-07-16,16052.0,-286.5686518813855,"(-424.256, -252.807]"
605,p2109,00,8132.0,8134.0,2.0,8134.0,10.0,21:05:02.453,21:05:02.453,0.0,0.0,2021-07-19,16268.0,0.0,"(-82.211, 88.384]"
681,p2109,01,8158.0,8156.0,2.0,8134.0,10.0,21:05:02.453,21:05:40.443,38.0,420.0,2021-07-19,16268.0,258.1755593803787,"(88.384, 258.98]"
26637,p2109,10,8116.0,8116.0,2.0,8116.0,10.0,11:04:35.669,11:04:35.669,0.0,0.0,2021-07-21,16232.0,0.0,"(-82.211, 88.384]"
27843,p2109,11,8094.0,8096.0,2.0,8116.0,10.0,11:04:35.669,2021-07-21 11:15:00.755,625.0,380.0,2021-07-21,16232.0,234.1054706752095,"(88.384, 258.98]"
8345,p2109,00,8436.0,8436.0,2.0,8436.0,10.0,22:10:34.212,22:10:34.212,0.0,0.0,2021-07-27,16872.0,0.0,"(-82.211, 88.384]"
8437,p2109,01,8414.0,8414.0,2.0,8436.0,10.0,22:10:34.212,22:11:20.191,46.0,-460.0,2021-07-27,16872.0,-272.6410621147463,"(-424.256, -252.807]"
3497,p2109,00,8550.0,8550.0,2.0,8550.0,10.0,21:30:05.705,21:30:05.705,0.0,0.0,2021-07-28,17100.0,0.0,"(-82.211, 88.384]"
4875,p2109,01,8524.0,8522.0,2.0,8550.0,10.0,21:30:05.705,21:41:40.745,695.0,-580.0,2021-07-28,17100.0,-339.1812865497076,"(-424.256, -252.807]"
20983,p2109,10,8520.0,8520.0,2.0,8520.0,10.0,10:04:24.295,10:04:24.295,0.0,0.0,2021-07-28,17040.0,0.0,"(-82.211, 88.384]"
24721,p2109,11,8494.0,8496.0,2.0,8520.0,10.0,10:04:24.295,2021-07-28 10:52:00.802,2856.0,460.0,2021-07-28,17040.0,269.9530516431925,"(258.98, 429.576]"
14937,p2109,00,8438.0,8440.0,2.0,8440.0,10.0,09:07:19.142,09:07:19.142,0.0,0.0,2021-07-29,16880.0,0.0,"(-82.211, 88.384]"
18545,p2109,01,8418.0,8416.0,2.0,8440.0,10.0,09:07:19.142,09:39:20.573,1921.0,-500.0,2021-07-29,16880.0,-296.2085308056872,"(-424.256, -252.807]"
