basis_ic_mean,basis_if_mean,basis_ic_pct_annual,basis_if_pct_annual,index_return_ic,index_return_if,index_return_ic_win,index_return_if_win,icf_index_return_diff_win,icf_basis_annual_diff,icf_corr_win
,,,,,,,,,,
,,,,0.00864192841773408,0.018132837221052387,-0.027738431600590106,-0.06919111964557893,0.04145268804498883,,
,,,,-0.017807438290528183,-0.016280138381000064,-0.015367020333210364,-0.11127105788830624,0.09590403755509588,,
,,,,0.03420292588043147,0.02127618796865544,-0.05703098937723944,-0.13098729392285802,0.07395630454561858,,
,,,,0.025644936452457728,0.025784180134499138,-0.06807973265183952,-0.14457972781782485,0.07649999516598534,,
,,,,0.010430992390008957,0.0002278312792665512,-0.04029562218339178,-0.1325283956538948,0.09223277347050302,,
,,,,0.0009972788378723434,-0.008100828646583973,-0.035606527509085883,-0.13056270295728503,0.09495617544819915,,
,,,,0.011093946086260353,0.022071865906315116,-0.023875806776437934,-0.12116627007990127,0.09729046330346333,,
,,,,-0.029387139864524812,-0.013766455254852254,-0.022905618487597618,-0.1453637702294252,0.12245815174182759,,
,,,,0.01938048661018962,0.006824186152074109,0.03395496312952629,-0.10932108703465622,0.14327605016418252,,
,,,,0.004902267946738717,-0.005132190067953637,-0.0003773735416220964,-0.13383306309244858,0.13345568955082648,,
,,,,0.004806561656117932,0.00793702391490838,-0.08311447143208879,-0.21820329140835554,0.13508881997626676,,
,,,,-0.0372443116570832,-0.040689372888010486,-0.1066163576494641,-0.22814256411755116,0.12152620646808705,,
,,,,-0.014291184034778954,-0.009510277500718046,-0.021767161519455902,-0.1566332265773329,0.134866065057877,,
,,,,-0.022460051280715078,-0.018450290758870145,-0.035564889949403836,-0.1768101797469021,0.14124528979749829,,
,,,,0.03698890901184794,0.01956314211053216,-0.022574358321046005,-0.15802262973899864,0.13544827141795263,,
,,,,0.04260016614520851,0.028573897708527862,-0.08404241500049349,-0.1743066404228173,0.0902642254223238,,
,,,,0.02166764457082231,0.012055730118093088,-0.07471487136932,-0.17229720128446263,0.09758232991514264,,
,,,,0.009020921978796047,-0.006123076095203417,-0.109405307241667,-0.20514816013700757,0.09574285289534057,,
-115.875,-4.3375,-0.1577712465562355,-0.011072630499619214,-0.0013080611233726531,-0.0037497840995165985,-0.12447939769828156,-0.2081301036477704,0.08365070594948884,-0.1466986160566163,
-113.81485,-9.4235,-0.15621596303737267,-0.024490034586039544,-0.008032269605444241,-0.017881516345453565,-0.09516750146374306,-0.18497271371671867,0.08980521225297561,-0.13172592845133313,
-107.94660000000002,-11.753499999999999,-0.14548721050317318,-0.03082790909130649,0.018214901031158765,-0.009209636695777085,-0.04071279263379627,-0.1226806665755128,0.08196787394171653,-0.11465930141186668,
-97.26320000000001,-9.3385,-0.12791011079326056,-0.023685645562878076,0.024544470167660648,0.03354579801231936,-0.054026645474963386,-0.11781301333044984,0.06378636785548646,-0.10422446523038248,
-98.1754,-8.3165,-0.12698747085772838,-0.02098836573485989,0.01657429974122525,0.004996774095952219,-0.09037574665240386,-0.16386534096524516,0.0734895943128413,-0.10599910512286849,
-85.7252,-6.834999999999999,-0.10694235906579981,-0.016942850414585476,0.03618959451239063,0.0179373081107599,-0.0834654446599117,-0.15419551158994174,0.07073006693003005,-0.08999950865121434,
-80.3186,-2.017500000000001,-0.09856886323628417,-0.004889585445556155,0.01638896005760413,0.02254106744554976,-0.10907047169001514,-0.17260477928537604,0.0635343075953609,-0.09367927779072802,
-79.39835000000001,-0.14050000000000082,-0.09489757561934206,-0.0003306206490832454,0.0264336261243917,0.029484248691677525,-0.10307880351892859,-0.19408296329236827,0.09100415977343967,-0.09456695497025881,
-63.17655,3.8029999999999995,-0.07308167479308011,0.00877797696444646,0.032676110912843816,0.01930841600021954,-0.20718640677609174,-0.2874762695302525,0.08028986275416078,-0.08185965175752657,
-54.46939999999999,10.2745,-0.06226651704146002,0.02379536151216942,0.011859702456159407,-0.0033698317592424083,-0.21808111414720263,-0.2910356411366494,0.0729545269894468,-0.08606187855362944,
-42.7279,15.9005,-0.05195711088214287,0.03947157742743602,-0.06178172682518778,-0.06940472899007921,-0.26551047295336405,-0.32027549516994736,0.0547650222165833,-0.0914286883095789,
-28.476499999999998,17.813499999999998,-0.0342854734873473,0.044158129907474544,0.009923919634395019,0.0014098426701942813,-0.25949572538714527,-0.2976534604407495,0.0381577350536042,-0.07844360339482184,
6.552050000000003,27.9615,0.007496403138351177,0.06610049289032305,0.050997219069165795,0.04747281658679515,-0.3524701832566537,-0.39060522334021963,0.03813504008356594,-0.05860408975197187,
27.46925,32.019999999999996,0.03027915564373898,0.07443813966643871,0.03725300016514285,0.01673990672578119,-0.48132296203869396,-0.5117391290733025,0.030416167034608588,-0.04415898402269973,
35.7397,32.537,0.03905981699436885,0.07590884965559075,0.008560221554806607,-0.0035476376934678393,-0.5567703672505863,-0.5341590912903751,-0.022611275960211175,-0.0368490326612219,
30.5331,34.3305,0.03341390791589188,0.07950832011301921,-0.0013287524624917774,0.007327870729774563,-0.5310560751958585,-0.472840300699249,-0.05821577449660953,-0.04609441219712733,
22.26175,35.173,0.023970615154353885,0.08069438204395331,0.01620212439803996,0.009437285093130883,-0.4715350605307208,-0.4384241459682498,-0.033110914562471006,-0.056723766889599424,
4.266829999999999,35.882,0.004641677821073867,0.08042661685734298,-0.01024598495318796,0.023280814875902157,-0.5267136733494119,-0.4406321125268258,-0.08608156082258606,-0.07578493903626911,
